ticker,company,industry,sub_industry,headquarter,url
MMM,3M Company,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",https://www.nyse.com/quote/XNYS:MMM
ABT,Abbott Laboratories,Health Care,Health Care Equipment,"North Chicago, Illinois",https://www.nyse.com/quote/XNYS:ABT
ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,"North Chicago, Illinois",https://www.nyse.com/quote/XNYS:ABBV
ABMD,ABIOMED Inc,Health Care,Health Care Equipment,"Danvers, Massachusetts",http://www.nasdaq.com/symbol/abmd
ACN,Accenture plc,Information Technology,IT Consulting & Other Services,"Dublin, Ireland",https://www.nyse.com/quote/XNYS:ACN
ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,"Santa Monica, California",http://www.nasdaq.com/symbol/atvi
ADBE,Adobe Inc.,Information Technology,Application Software,"San Jose, California",http://www.nasdaq.com/symbol/adbe
AMD,Advanced Micro Devices Inc,Information Technology,Semiconductors,"Santa Clara, California",http://www.nasdaq.com/symbol/amd
AAP,Advance Auto Parts,Consumer Discretionary,Automotive Retail,"Raleigh, North Carolina",https://www.nyse.com/quote/XNYS:AAP
AES,AES Corp,Utilities,Independent Power Producers & Energy Traders,"Arlington, Virginia",https://www.nyse.com/quote/XNYS:AES
AFL,AFLAC Inc,Financials,Life & Health Insurance,"Columbus, Georgia",https://www.nyse.com/quote/XNYS:AFL
A,Agilent Technologies Inc,Health Care,Health Care Equipment,"Santa Clara, California",https://www.nyse.com/quote/XNYS:A
APD,Air Products & Chemicals Inc,Materials,Industrial Gases,"Allentown, Pennsylvania",https://www.nyse.com/quote/XNYS:APD
AKAM,Akamai Technologies Inc,Information Technology,Internet Services & Infrastructure,"Cambridge, Massachusetts",http://www.nasdaq.com/symbol/akam
ALK,Alaska Air Group Inc,Industrials,Airlines,"Seattle, Washington",https://www.nyse.com/quote/XNYS:ALK
ALB,Albemarle Corp,Materials,Specialty Chemicals,"Charlotte, North Carolina",https://www.nyse.com/quote/XNYS:ALB
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,"Pasadena, California",https://www.nyse.com/quote/XNYS:ARE
ALXN,Alexion Pharmaceuticals,Health Care,Biotechnology,"Boston, Massachusetts",http://www.nasdaq.com/symbol/alxn
ALGN,Align Technology,Health Care,Health Care Supplies,"San Jose, California",http://www.nasdaq.com/symbol/algn
ALLE,Allegion,Industrials,Building Products,"Dublin, Ireland",https://www.nyse.com/quote/XNYS:ALLE
AGN,"Allergan, plc",Health Care,Pharmaceuticals,"Dublin, Ireland",https://www.nyse.com/quote/XNYS:AGN
ADS,Alliance Data Systems,Information Technology,Data Processing & Outsourced Services,"Plano, Texas",https://www.nyse.com/quote/XNYS:ADS
LNT,Alliant Energy Corp,Utilities,Electric Utilities,"Madison, Wisconsin",https://www.nyse.com/quote/XNYS:LNT
ALL,Allstate Corp,Financials,Property & Casualty Insurance,"Northfield Township, Illinois",https://www.nyse.com/quote/XNYS:ALL
GOOGL,Alphabet Inc Class A,Communication Services,Interactive Media & Services,"Mountain View, California",http://www.nasdaq.com/symbol/googl
GOOG,Alphabet Inc Class C,Communication Services,Interactive Media & Services,"Mountain View, California",http://www.nasdaq.com/symbol/goog
MO,Altria Group Inc,Consumer Staples,Tobacco,"Richmond, Virginia",https://www.nyse.com/quote/XNYS:MO
AMZN,Amazon.com Inc.,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",http://www.nasdaq.com/symbol/amzn
AMCR,Amcor plc,Materials,Paper Packaging,"Warmley, Bristol, United Kingdom",https://www.nyse.com/quote/XNYS:AMCR
AEE,Ameren Corp,Utilities,Multi-Utilities,"St. Louis, Missouri",https://www.nyse.com/quote/XNYS:AEE
AAL,American Airlines Group,Industrials,Airlines,"Fort Worth, Texas",http://www.nasdaq.com/symbol/aal
AEP,American Electric Power,Utilities,Electric Utilities,"Columbus, Ohio",https://www.nyse.com/quote/XNYS:AEP
AXP,American Express Co,Financials,Consumer Finance,"New York, New York",https://www.nyse.com/quote/XNYS:AXP
AIG,American International Group,Financials,Property & Casualty Insurance,"New York, New York",https://www.nyse.com/quote/XNYS:AIG
AMT,American Tower Corp.,Real Estate,Specialized REITs,"Boston, Massachusetts",https://www.nyse.com/quote/XNYS:AMT
AWK,American Water Works Company Inc,Utilities,Water Utilities,"Camden, New Jersey",https://www.nyse.com/quote/XNYS:AWK
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,"Minneapolis, Minnesota",https://www.nyse.com/quote/XNYS:AMP
ABC,AmerisourceBergen Corp,Health Care,Health Care Distributors,"Chesterbrook, Pennsylvania",https://www.nyse.com/quote/XNYS:ABC
AME,AMETEK Inc.,Industrials,Electrical Components & Equipment,"Berwyn, Pennsylvania",https://www.nyse.com/quote/XNYS:AME
AMGN,Amgen Inc.,Health Care,Biotechnology,"Thousand Oaks, California",http://www.nasdaq.com/symbol/amgn
APH,Amphenol Corp,Information Technology,Electronic Components,"Wallingford, Connecticut",https://www.nyse.com/quote/XNYS:APH
ADI,"Analog Devices, Inc.",Information Technology,Semiconductors,"Norwood, Massachusetts",http://www.nasdaq.com/symbol/adi
ANSS,ANSYS,Information Technology,Application Software,"Canonsburg, Pennsylvania",http://www.nasdaq.com/symbol/anss
ANTM,Anthem,Health Care,Managed Health Care,"Indianapolis, Indiana",https://www.nyse.com/quote/XNYS:ANTM
AON,Aon plc,Financials,Insurance Brokers,"London, United Kingdom",https://www.nyse.com/quote/XNYS:AON
AOS,A.O. Smith Corp,Industrials,Building Products,"Milwaukee, Wisconsin",https://www.nyse.com/quote/XNYS:AOS
APA,Apache Corporation,Energy,Oil & Gas Exploration & Production,"Houston, Texas",https://www.nyse.com/quote/XNYS:APA
AIV,Apartment Investment & Management,Real Estate,Residential REITs,"Denver, Colorado",https://www.nyse.com/quote/XNYS:AIV
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",http://www.nasdaq.com/symbol/aapl
AMAT,Applied Materials Inc.,Information Technology,Semiconductor Equipment,"Santa Clara, California",http://www.nasdaq.com/symbol/amat
APTV,Aptiv PLC,Consumer Discretionary,Auto Parts & Equipment,"Dublin, Ireland",https://www.nyse.com/quote/XNYS:APTV
ADM,Archer-Daniels-Midland Co,Consumer Staples,Agricultural Products,"Chicago, Illinois",https://www.nyse.com/quote/XNYS:ADM
ANET,Arista Networks,Information Technology,Communications Equipment,"Santa Clara, California",https://www.nyse.com/quote/XNYS:ANET
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,"Itasca, Illinois",https://www.nyse.com/quote/XNYS:AJG
AIZ,Assurant,Financials,Multi-line Insurance,"New York, New York",https://www.nyse.com/quote/XNYS:AIZ
T,AT&T Inc.,Communication Services,Integrated Telecommunication Services,"Dallas, Texas",https://www.nyse.com/quote/XNYS:T
ATO,Atmos Energy,Utilities,Gas Utilities,"Dallas, Texas",https://www.nyse.com/quote/XNYS:ATO
ADSK,Autodesk Inc.,Information Technology,Application Software,"San Rafael, California",http://www.nasdaq.com/symbol/adsk
ADP,Automatic Data Processing,Information Technology,Internet Services & Infrastructure,"Roseland, New Jersey",http://www.nasdaq.com/symbol/adp
AZO,AutoZone Inc,Consumer Discretionary,Specialty Stores,"Memphis, Tennessee",https://www.nyse.com/quote/XNYS:AZO
AVB,"AvalonBay Communities, Inc.",Real Estate,Residential REITs,"Arlington, Virginia[3]",https://www.nyse.com/quote/XNYS:AVB
AVY,Avery Dennison Corp,Materials,Paper Packaging,"Glendale, California",https://www.nyse.com/quote/XNYS:AVY
BKR,Baker Hughes Co,Energy,Oil & Gas Equipment & Services,"Houston, Texas",https://www.nyse.com/quote/XNYS:BKR
BLL,Ball Corp,Materials,Metal & Glass Containers,"Broomfield, Colorado",https://www.nyse.com/quote/XNYS:BLL
BAC,Bank of America Corp,Financials,Diversified Banks,"Charlotte, North Carolina",https://www.nyse.com/quote/XNYS:BAC
BK,The Bank of New York Mellon Corp.,Financials,Asset Management & Custody Banks,"New York, New York",https://www.nyse.com/quote/XNYS:BK
BAX,Baxter International Inc.,Health Care,Health Care Equipment,"Deerfield, Illinois",https://www.nyse.com/quote/XNYS:BAX
BDX,Becton Dickinson,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",https://www.nyse.com/quote/XNYS:BDX
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,"Omaha, Nebraska",https://www.nyse.com/quote/XNYS:BRK.B
BBY,Best Buy Co. Inc.,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota",https://www.nyse.com/quote/XNYS:BBY
BIIB,Biogen Inc.,Health Care,Biotechnology,"Cambridge, Massachusetts",http://www.nasdaq.com/symbol/biib
BLK,BlackRock,Financials,Asset Management & Custody Banks,"New York, New York",https://www.nyse.com/quote/XNYS:BLK
BA,Boeing Company,Industrials,Aerospace & Defense,"Chicago, Illinois",https://www.nyse.com/quote/XNYS:BA
BKNG,Booking Holdings Inc,Consumer Discretionary,Internet & Direct Marketing Retail,"Norwalk, Connecticut",http://www.nasdaq.com/symbol/bkng
BWA,BorgWarner,Consumer Discretionary,Auto Parts & Equipment,"Auburn Hills, Michigan",https://www.nyse.com/quote/XNYS:BWA
BXP,Boston Properties,Real Estate,Office REITs,"Boston, Massachusetts",https://www.nyse.com/quote/XNYS:BXP
BSX,Boston Scientific,Health Care,Health Care Equipment,"Marlborough, Massachusetts[4]",https://www.nyse.com/quote/XNYS:BSX
BMY,Bristol-Myers Squibb,Health Care,Health Care Distributors,"New York, New York",https://www.nyse.com/quote/XNYS:BMY
AVGO,Broadcom Inc.,Information Technology,Semiconductors,"San Jose, California",http://www.nasdaq.com/symbol/avgo
BR,Broadridge Financial Solutions,Information Technology,Data Processing & Outsourced Services,"Lake Success, New York",https://www.nyse.com/quote/XNYS:BR
BF.B,Brown-Forman Corp.,Consumer Staples,Distillers & Vintners,"Louisville, Kentucky",https://www.nyse.com/quote/XNYS:BF.B
CHRW,C. H. Robinson Worldwide,Industrials,Air Freight & Logistics,"Eden Prairie, Minnesota",http://www.nasdaq.com/symbol/chrw
COG,Cabot Oil & Gas,Energy,Oil & Gas Exploration & Production,"Houston, Texas",https://www.nyse.com/quote/XNYS:COG
CDNS,Cadence Design Systems,Information Technology,Application Software,"San Jose, California",http://www.nasdaq.com/symbol/cdns
CPB,Campbell Soup,Consumer Staples,Packaged Foods & Meats,"Camden, New Jersey",https://www.nyse.com/quote/XNYS:CPB
COF,Capital One Financial,Financials,Consumer Finance,"Tysons Corner, Virginia",https://www.nyse.com/quote/XNYS:COF
CPRI,Capri Holdings,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",https://www.nyse.com/quote/XNYS:CPRI
CAH,Cardinal Health Inc.,Health Care,Health Care Distributors,"Dublin, Ohio",https://www.nyse.com/quote/XNYS:CAH
KMX,Carmax Inc,Consumer Discretionary,Specialty Stores,"Richmond, Virginia",https://www.nyse.com/quote/XNYS:KMX
CCL,Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",https://www.nyse.com/quote/XNYS:CCL
CARR,Carrier Global,Industrials,Building Products,"Palm Beach Gardens, Florida",https://www.nyse.com/quote/XNYS:CARR
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,"Deerfield, Illinois",https://www.nyse.com/quote/XNYS:CAT
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,"Chicago, Illinois",https://markets.cboe.com/us/equities/listings/listed_products/symbols/CBOE
CBRE,CBRE Group,Real Estate,Real Estate Services,"Los Angeles, California",https://www.nyse.com/quote/XNYS:CBRE
CDW,CDW,Information Technology,Technology Distributors,"Lincolnshire, Illinois",http://www.nasdaq.com/symbol/cdw
CE,Celanese,Materials,Specialty Chemicals,"Irving, Texas",https://www.nyse.com/quote/XNYS:CE
CNC,Centene Corporation,Health Care,Managed Health Care,"St Louis, Missouri",https://www.nyse.com/quote/XNYS:CNC
CNP,CenterPoint Energy,Utilities,Multi-Utilities,"Houston, Texas",https://www.nyse.com/quote/XNYS:CNP
CTL,CenturyLink Inc,Communication Services,Alternative Carriers,"Monroe, Louisiana",https://www.nyse.com/quote/XNYS:CTL
CERN,Cerner,Health Care,Health Care Technology,"North Kansas City, Missouri",http://www.nasdaq.com/symbol/cern
CF,CF Industries Holdings Inc,Materials,Fertilizers & Agricultural Chemicals,"Deerfield, Illinois",https://www.nyse.com/quote/XNYS:CF
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,"San Francisco, California",https://www.nyse.com/quote/XNYS:SCHW
CHTR,Charter Communications,Communication Services,Cable & Satellite,"Stamford, Connecticut",http://www.nasdaq.com/symbol/chtr
CVX,Chevron Corp.,Energy,Integrated Oil & Gas,"San Ramon, California",https://www.nyse.com/quote/XNYS:CVX
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,"Newport Beach, California",https://www.nyse.com/quote/XNYS:CMG
CB,Chubb Limited,Financials,Property & Casualty Insurance,"Zurich, Switzerland",https://www.nyse.com/quote/XNYS:CB
CHD,Church & Dwight,Consumer Staples,Household Products,"Ewing, New Jersey",https://www.nyse.com/quote/XNYS:CHD
CI,CIGNA Corp.,Health Care,Managed Health Care,"Bloomfield, Connecticut",https://www.nyse.com/quote/XNYS:CI
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,"Fairfield, Ohio",http://www.nasdaq.com/symbol/cinf
CTAS,Cintas Corporation,Industrials,Diversified Support Services,"Mason, Ohio",http://www.nasdaq.com/symbol/ctas
CSCO,Cisco Systems,Information Technology,Communications Equipment,"San Jose, California",http://www.nasdaq.com/symbol/csco
C,Citigroup Inc.,Financials,Diversified Banks,"New York, New York",https://www.nyse.com/quote/XNYS:C
CFG,Citizens Financial Group,Financials,Regional Banks,"Providence, Rhode Island",https://www.nyse.com/quote/XNYS:CFG
CTXS,Citrix Systems,Information Technology,Application Software,"Fort Lauderdale, Florida",http://www.nasdaq.com/symbol/ctxs
CLX,The Clorox Company,Consumer Staples,Household Products,"Oakland, California",https://www.nyse.com/quote/XNYS:CLX
CME,CME Group Inc.,Financials,Financial Exchanges & Data,"Chicago, Illinois",http://www.nasdaq.com/symbol/cme
CMS,CMS Energy,Utilities,Multi-Utilities,"Jackson, Michigan",https://www.nyse.com/quote/XNYS:CMS
KO,Coca-Cola Company,Consumer Staples,Soft Drinks,"Atlanta, Georgia",https://www.nyse.com/quote/XNYS:KO
CTSH,Cognizant Technology Solutions,Information Technology,IT Consulting & Other Services,"Teaneck, New Jersey",http://www.nasdaq.com/symbol/ctsh
CL,Colgate-Palmolive,Consumer Staples,Household Products,"New York, New York",https://www.nyse.com/quote/XNYS:CL
CMCSA,Comcast Corp.,Communication Services,Cable & Satellite,"Philadelphia, Pennsylvania",http://www.nasdaq.com/symbol/cmcsa
CMA,Comerica Inc.,Financials,Diversified Banks,"Dallas, Texas",https://www.nyse.com/quote/XNYS:CMA
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",https://www.nyse.com/quote/XNYS:CAG
CXO,Concho Resources,Energy,Oil & Gas Exploration & Production,"Midland, Texas",https://www.nyse.com/quote/XNYS:CXO
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,"Houston, Texas",https://www.nyse.com/quote/XNYS:COP
ED,Consolidated Edison,Utilities,Electric Utilities,"New York, New York",https://www.nyse.com/quote/XNYS:ED
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,"Victor, New York",https://www.nyse.com/quote/XNYS:STZ
COO,The Cooper Companies,Health Care,Health Care Supplies,"San Ramon, California",https://www.nyse.com/quote/XNYS:COO
CPRT,Copart Inc,Industrials,Diversified Support Services,"Dallas, Texas",http://www.nasdaq.com/symbol/cprt
GLW,Corning Inc.,Information Technology,Electronic Components,"Corning, New York",https://www.nyse.com/quote/XNYS:GLW
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,"Wilmington, Delaware",https://www.nyse.com/quote/XNYS:CTVA
COST,Costco Wholesale Corp.,Consumer Staples,Hypermarkets & Super Centers,"Issaquah, Washington",http://www.nasdaq.com/symbol/cost
COTY,"Coty, Inc",Consumer Staples,Personal Products,"New York, New York",https://www.nyse.com/quote/XNYS:COTY
CCI,Crown Castle International Corp.,Real Estate,Specialized REITs,"Houston, Texas",https://www.nyse.com/quote/XNYS:CCI
CSX,CSX Corp.,Industrials,Railroads,"Jacksonville, Florida",http://www.nasdaq.com/symbol/csx
CMI,Cummins Inc.,Industrials,Industrial Machinery,"Columbus, Indiana",https://www.nyse.com/quote/XNYS:CMI
CVS,CVS Health,Health Care,Health Care Services,"Woonsocket, Rhode Island",https://www.nyse.com/quote/XNYS:CVS
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,"Fort Worth, Texas",https://www.nyse.com/quote/XNYS:DHI
DHR,Danaher Corp.,Health Care,Health Care Equipment,"Washington, D.C.",https://www.nyse.com/quote/XNYS:DHR
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,"Orlando, Florida",https://www.nyse.com/quote/XNYS:DRI
DVA,DaVita Inc.,Health Care,Health Care Facilities,"Denver, Colorado",https://www.nyse.com/quote/XNYS:DVA
DE,Deere & Co.,Industrials,Agricultural & Farm Machinery,"Moline, Illinois",https://www.nyse.com/quote/XNYS:DE
DAL,Delta Air Lines Inc.,Industrials,Airlines,"Atlanta, Georgia",https://www.nyse.com/quote/XNYS:DAL
XRAY,Dentsply Sirona,Health Care,Health Care Supplies,"Charlotte, North Carolina",http://www.nasdaq.com/symbol/xray
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,"Oklahoma City, Oklahoma",https://www.nyse.com/quote/XNYS:DVN
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,"Midland, Texas",http://www.nasdaq.com/symbol/fang
DLR,Digital Realty Trust Inc,Real Estate,Specialized REITs,"San Francisco, California",https://www.nyse.com/quote/XNYS:DLR
DFS,Discover Financial Services,Financials,Consumer Finance,"Riverwoods, Illinois",https://www.nyse.com/quote/XNYS:DFS
DISCA,Discovery Inc. Class A,Communication Services,Broadcasting,"Silver Spring, Maryland",http://www.nasdaq.com/symbol/disca
DISCK,Discovery Inc. Class C,Communication Services,Broadcasting,"Silver Spring, Maryland",http://www.nasdaq.com/symbol/disck
DISH,Dish Network,Communication Services,Cable & Satellite,"Meridian, Colorado",http://www.nasdaq.com/symbol/dish
DG,Dollar General,Consumer Discretionary,General Merchandise Stores,"Goodlettsville, Tennessee",https://www.nyse.com/quote/XNYS:DG
DLTR,Dollar Tree,Consumer Discretionary,General Merchandise Stores,"Chesapeake, Virginia",http://www.nasdaq.com/symbol/dltr
D,Dominion Energy,Utilities,Electric Utilities,"Richmond, Virginia",https://www.nyse.com/quote/XNYS:D
DOV,Dover Corporation,Industrials,Industrial Machinery,"Downers Grove, Illinois",https://www.nyse.com/quote/XNYS:DOV
DOW,Dow Inc.,Materials,Commodity Chemicals,"Midland, Michigan",https://www.nyse.com/quote/XNYS:DOW
DTE,DTE Energy Co.,Utilities,Multi-Utilities,"Detroit, Michigan",https://www.nyse.com/quote/XNYS:DTE
DUK,Duke Energy,Utilities,Electric Utilities,"Charlotte, North Carolina",https://www.nyse.com/quote/XNYS:DUK
DRE,Duke Realty Corp,Real Estate,Industrial REITs,"Indianapolis, Indiana",https://www.nyse.com/quote/XNYS:DRE
DD,DuPont de Nemours Inc,Materials,Specialty Chemicals,"Midland, Michigan",https://www.nyse.com/quote/XNYS:DD
DXC,DXC Technology,Information Technology,IT Consulting & Other Services,"Tysons Corner, Virginia",https://www.nyse.com/quote/XNYS:DXC
ETFC,E*Trade,Financials,Investment Banking & Brokerage,"New York, New York",http://www.nasdaq.com/symbol/etfc
EMN,Eastman Chemical,Materials,Diversified Chemicals,"Kingsport, Tennessee",https://www.nyse.com/quote/XNYS:EMN
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,"Dublin, Ireland",https://www.nyse.com/quote/XNYS:ETN
EBAY,eBay Inc.,Consumer Discretionary,Internet & Direct Marketing Retail,"San Jose, California",http://www.nasdaq.com/symbol/ebay
ECL,Ecolab Inc.,Materials,Specialty Chemicals,"St. Paul, Minnesota",https://www.nyse.com/quote/XNYS:ECL
EIX,Edison Int'l,Utilities,Electric Utilities,"Rosemead, California",https://www.nyse.com/quote/XNYS:EIX
EW,Edwards Lifesciences,Health Care,Health Care Equipment,"Irvine, California",https://www.nyse.com/quote/XNYS:EW
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,"Redwood City, California",http://www.nasdaq.com/symbol/ea
EMR,Emerson Electric Company,Industrials,Electrical Components & Equipment,"Ferguson, Missouri",https://www.nyse.com/quote/XNYS:EMR
ETR,Entergy Corp.,Utilities,Electric Utilities,"New Orleans, Louisiana",https://www.nyse.com/quote/XNYS:ETR
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,"Houston, Texas",https://www.nyse.com/quote/XNYS:EOG
EFX,Equifax Inc.,Industrials,Research & Consulting Services,"Atlanta, Georgia",https://www.nyse.com/quote/XNYS:EFX
EQIX,Equinix,Real Estate,Specialized REITs,"Redwood City, California",http://www.nasdaq.com/symbol/eqix
EQR,Equity Residential,Real Estate,Residential REITs,"Chicago, Illinois",https://www.nyse.com/quote/XNYS:EQR
ESS,"Essex Property Trust, Inc.",Real Estate,Residential REITs,"Palo Alto, California",https://www.nyse.com/quote/XNYS:ESS
EL,Estée Lauder Companies,Consumer Staples,Personal Products,"New York, New York",https://www.nyse.com/quote/XNYS:EL
EVRG,Evergy,Utilities,Electric Utilities,"Kansas City, Missouri",https://www.nyse.com/quote/XNYS:EVRG
ES,Eversource Energy,Utilities,Multi-Utilities,"Springfield, Massachusetts",https://www.nyse.com/quote/XNYS:ES
RE,Everest Re Group Ltd.,Financials,Reinsurance,"Hamilton, Bermuda",https://www.nyse.com/quote/XNYS:RE
EXC,Exelon Corp.,Utilities,Multi-Utilities,"Chicago, Illinois",https://www.nyse.com/quote/XNYS:EXC
EXPE,Expedia Group,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",http://www.nasdaq.com/symbol/expe
EXPD,Expeditors,Industrials,Air Freight & Logistics,"Seattle, Washington",http://www.nasdaq.com/symbol/expd
EXR,Extra Space Storage,Real Estate,Specialized REITs,"Salt Lake City, Utah",https://www.nyse.com/quote/XNYS:EXR
XOM,Exxon Mobil Corp.,Energy,Integrated Oil & Gas,"Irving, Texas",https://www.nyse.com/quote/XNYS:XOM
FFIV,F5 Networks,Information Technology,Communications Equipment,"Seattle, Washington",http://www.nasdaq.com/symbol/ffiv
FB,"Facebook, Inc.",Communication Services,Interactive Media & Services,"Menlo Park, California",http://www.nasdaq.com/symbol/fb
FAST,Fastenal Co,Industrials,Building Products,"Winona, Minnesota",http://www.nasdaq.com/symbol/fast
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,"Rockville, Maryland",https://www.nyse.com/quote/XNYS:FRT
FDX,FedEx Corporation,Industrials,Air Freight & Logistics,"Memphis, Tennessee",https://www.nyse.com/quote/XNYS:FDX
FIS,Fidelity National Information Services,Information Technology,Data Processing & Outsourced Services,"Jacksonville, Florida",https://www.nyse.com/quote/XNYS:FIS
FITB,Fifth Third Bancorp,Financials,Regional Banks,"Cincinnati, Ohio",http://www.nasdaq.com/symbol/fitb
FE,FirstEnergy Corp,Utilities,Electric Utilities,"Akron, Ohio",https://www.nyse.com/quote/XNYS:FE
FRC,First Republic Bank,Financials,Regional Banks,"San Francisco, California",https://www.nyse.com/quote/XNYS:FRC
FISV,Fiserv Inc,Information Technology,Data Processing & Outsourced Services,"Brookfield, Wisconsin",http://www.nasdaq.com/symbol/fisv
FLT,FleetCor Technologies Inc,Information Technology,Data Processing & Outsourced Services,"Norcross, Georgia",https://www.nyse.com/quote/XNYS:FLT
FLIR,FLIR Systems,Information Technology,Electronic Equipment & Instruments,"Wilsonville, Oregon",http://www.nasdaq.com/symbol/flir
FLS,Flowserve Corporation,Industrials,Industrial Machinery,"Irving, Texas",https://www.nyse.com/quote/XNYS:FLS
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,"Philadelphia, Pennsylvania",https://www.nyse.com/quote/XNYS:FMC
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,"Dearborn, Michigan",https://www.nyse.com/quote/XNYS:F
FTNT,Fortinet,Information Technology,Systems Software,"Sunnyvale, California",http://www.nasdaq.com/symbol/ftnt
FTV,Fortive Corp,Industrials,Industrial Machinery,"Everett, Washington",https://www.nyse.com/quote/XNYS:FTV
FBHS,Fortune Brands Home & Security,Industrials,Building Products,"Deerfield, Illinois",https://www.nyse.com/quote/XNYS:FBHS
FOXA,Fox Corporation Class A,Communication Services,Movies & Entertainment,"New York, New York",http://www.nasdaq.com/symbol/foxa
FOX,Fox Corporation Class B,Communication Services,Movies & Entertainment,"New York, New York",http://www.nasdaq.com/symbol/fox
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,"San Mateo, California",https://www.nyse.com/quote/XNYS:BEN
FCX,Freeport-McMoRan Inc.,Materials,Copper,"Phoenix, Arizona",https://www.nyse.com/quote/XNYS:FCX
GPS,Gap Inc.,Consumer Discretionary,Apparel Retail,"San Francisco, California",https://www.nyse.com/quote/XNYS:GPS
GRMN,Garmin Ltd.,Consumer Discretionary,Consumer Electronics,"Schaffhausen, Switzerland",http://www.nasdaq.com/symbol/grmn
IT,Gartner Inc,Information Technology,IT Consulting & Other Services,"Stamford, Connecticut",https://www.nyse.com/quote/XNYS:IT
GD,General Dynamics,Industrials,Aerospace & Defense,"Falls Church, Virginia",https://www.nyse.com/quote/XNYS:GD
GE,General Electric,Industrials,Industrial Conglomerates,"Boston, Massachusetts",https://www.nyse.com/quote/XNYS:GE
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,"Golden Valley, Minnesota",https://www.nyse.com/quote/XNYS:GIS
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,"Detroit, Michigan",https://www.nyse.com/quote/XNYS:GM
GPC,Genuine Parts,Consumer Discretionary,Specialty Stores,"Atlanta, Georgia",https://www.nyse.com/quote/XNYS:GPC
GILD,Gilead Sciences,Health Care,Biotechnology,"Foster City, California",http://www.nasdaq.com/symbol/gild
GL,Globe Life Inc.,Financials,Life & Health Insurance,"McKinney, Texas",https://www.nyse.com/quote/XNYS:GL
GPN,Global Payments Inc.,Information Technology,Data Processing & Outsourced Services,"Atlanta, Georgia",https://www.nyse.com/quote/XNYS:GPN
GS,Goldman Sachs Group,Financials,Investment Banking & Brokerage,"New York, New York",https://www.nyse.com/quote/XNYS:GS
GWW,Grainger (W.W.) Inc.,Industrials,Industrial Machinery,"Lake Forest, Illinois",https://www.nyse.com/quote/XNYS:GWW
HRB,H&R Block,Consumer Discretionary,Specialized Consumer Services,"Kansas City, Missouri",https://www.nyse.com/quote/XNYS:HRB
HAL,Halliburton Co.,Energy,Oil & Gas Equipment & Services,"Houston, Texas",https://www.nyse.com/quote/XNYS:HAL
HBI,Hanesbrands Inc,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Winston-Salem, North Carolina",https://www.nyse.com/quote/XNYS:HBI
HOG,Harley-Davidson,Consumer Discretionary,Motorcycle Manufacturers,"Milwaukee, Wisconsin",https://www.nyse.com/quote/XNYS:HOG
HIG,Hartford Financial Svc.Gp.,Financials,Property & Casualty Insurance,"Hartford, Connecticut",https://www.nyse.com/quote/XNYS:HIG
HAS,Hasbro Inc.,Consumer Discretionary,Leisure Products,"Pawtucket, Rhode Island",http://www.nasdaq.com/symbol/has
HCA,HCA Healthcare,Health Care,Health Care Facilities,"Nashville, Tennessee",https://www.nyse.com/quote/XNYS:HCA
