ticker,company,industry,sub_industry,headquarter,url
UPS,United Parcel Service,Industrials,Air Freight & Logistics,"Atlanta, Georgia",https://www.nyse.com/quote/XNYS:UPS
URI,"United Rentals, Inc.",Industrials,Trading Companies & Distributors,"Stamford, Connecticut",https://www.nyse.com/quote/XNYS:URI
UHS,"Universal Health Services, Inc.",Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",https://www.nyse.com/quote/XNYS:UHS
UNM,Unum Group,Financials,Life & Health Insurance,"Chattanooga, Tennessee",https://www.nyse.com/quote/XNYS:UNM
VFC,V.F. Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Greensboro, North Carolina",https://www.nyse.com/quote/XNYS:VFC
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas",https://www.nyse.com/quote/XNYS:VLO
VAR,Varian Medical Systems,Health Care,Health Care Equipment,"Palo Alto, California",https://www.nyse.com/quote/XNYS:VAR
VTR,Ventas Inc,Real Estate,Health Care REITs,"Chicago, Illinois",https://www.nyse.com/quote/XNYS:VTR
VRSN,Verisign Inc.,Information Technology,Internet Services & Infrastructure,"Dulles, Virginia",http://www.nasdaq.com/symbol/vrsn
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,"Jersey City, New Jersey",http://www.nasdaq.com/symbol/vrsk
VZ,Verizon Communications,"Communication Services
",Integrated Telecommunication Services,"New York, New York",https://www.nyse.com/quote/XNYS:VZ
VRTX,Vertex Pharmaceuticals Inc,Health Care,Biotechnology,"Cambridge, Massachusetts",http://www.nasdaq.com/symbol/vrtx
VIAC,ViacomCBS,Communication Services,Movies & Entertainment,"New York, New York",http://www.nasdaq.com/symbol/viac
V,Visa Inc.,Information Technology,Data Processing & Outsourced Services,"San Francisco, California",https://www.nyse.com/quote/XNYS:V
VNO,Vornado Realty Trust,Real Estate,Office REITs,"New York, New York",https://www.nyse.com/quote/XNYS:VNO
VMC,Vulcan Materials,Materials,Construction Materials,"Birmingham, Alabama",https://www.nyse.com/quote/XNYS:VMC
WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,"Greenwich, Connecticut",https://www.nyse.com/quote/XNYS:WRB
WAB,Wabtec Corporation,Industrials,Construction Machinery & Heavy Trucks,"Wilmerding, Pennsylvania",https://www.nyse.com/quote/XNYS:WAB
WMT,Walmart,Consumer Staples,Hypermarkets & Super Centers,"Bentonville, Arkansas",https://www.nyse.com/quote/XNYS:WMT
WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,"Deerfield, Illinois",http://www.nasdaq.com/symbol/wba
DIS,The Walt Disney Company,Communication Services,Movies & Entertainment,"Burbank, California",https://www.nyse.com/quote/XNYS:DIS
WM,Waste Management Inc.,Industrials,Environmental & Facilities Services,"Houston, Texas",https://www.nyse.com/quote/XNYS:WM
WAT,Waters Corporation,Health Care,Health Care Distributors,"Milford, Massachusetts",https://www.nyse.com/quote/XNYS:WAT
WEC,WEC Energy Group,Utilities,Electric Utilities,"Milwaukee, Wisconsin",https://www.nyse.com/quote/XNYS:WEC
WFC,Wells Fargo,Financials,Diversified Banks,"San Francisco, California",https://www.nyse.com/quote/XNYS:WFC
WELL,Welltower Inc.,Real Estate,Health Care REITs,"Toledo, Ohio",https://www.nyse.com/quote/XNYS:WELL
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals","Irvine, California",http://www.nasdaq.com/symbol/wdc
WU,Western Union Co,Information Technology,Data Processing & Outsourced Services,"Englewood, Colorado",https://www.nyse.com/quote/XNYS:WU
WRK,WestRock,Materials,Paper Packaging,"Richmond, Virginia",https://www.nyse.com/quote/XNYS:WRK
WY,Weyerhaeuser,Real Estate,Specialized REITs,"Federal Way, Washington",https://www.nyse.com/quote/XNYS:WY
WHR,Whirlpool Corp.,Consumer Discretionary,Household Appliances,"Benton Harbor, Michigan",https://www.nyse.com/quote/XNYS:WHR
WMB,Williams Cos.,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",https://www.nyse.com/quote/XNYS:WMB
WLTW,Willis Towers Watson,Financials,Insurance Brokers,"London, United Kingdom",http://www.nasdaq.com/symbol/wltw
WYNN,Wynn Resorts Ltd,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",http://www.nasdaq.com/symbol/wynn
XEL,Xcel Energy Inc,Utilities,Multi-Utilities,"Minneapolis, Minnesota",http://www.nasdaq.com/symbol/xel
XRX,Xerox,Information Technology,"Technology Hardware, Storage & Peripherals","Norwalk, Connecticut",https://www.nyse.com/quote/XNYS:XRX
XLNX,Xilinx,Information Technology,Semiconductors,"San Jose, California",http://www.nasdaq.com/symbol/xlnx
XYL,Xylem Inc.,Industrials,Industrial Machinery,"White Plains, New York",https://www.nyse.com/quote/XNYS:XYL
YUM,Yum! Brands Inc,Consumer Discretionary,Restaurants,"Louisville, Kentucky",https://www.nyse.com/quote/XNYS:YUM
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois",http://www.nasdaq.com/symbol/zbra
ZBH,Zimmer Biomet Holdings,Health Care,Health Care Equipment,"Warsaw, Indiana",https://www.nyse.com/quote/XNYS:ZBH
ZION,Zions Bancorp,Financials,Regional Banks,"Salt Lake City, Utah",http://www.nasdaq.com/symbol/zion
ZTS,Zoetis,Health Care,Pharmaceuticals,"Florham Park, New Jersey",https://www.nyse.com/quote/XNYS:ZTS
